Acc_X,Acc_Y,Acc_Z
8.83080436974322,-1.9483376428114862,4.7541964382126665
-1.048879576053956,-3.0032909043518963,7.24989667501713
3.494680894437801,7.375677314013544,-0.321810270963482
1.34110895828616,0.3510770963128138,1.0335153098226773
-4.423797727546157,1.4654022185001807,0.10442385735481174
-9.878078338334145,-9.415058494205553,3.3749358275795096
9.544608532017197,8.513690716368249,-9.567797670880008
4.784077275209487,-0.15388244460785394,-4.272606894233233
-7.110609275884421,9.692270682369404,4.110932218001368
1.000565329869577,-7.2846585510038375,4.57932092895139
-5.856998838701135,-1.7532818137986457,-7.5159107185666745
-0.5597888858829911,-6.549590449711018,7.493472906488591
-8.08800371196349,-9.51930675869397,-3.854642607055232
-7.223270617849991,-1.4059181661172602,-8.834196262175979
8.071213143396765,-4.013532345955655,-6.340931418203118
1.5965925003402344,4.140374023327997,-3.892700616292883
-8.544984276742404,1.2699546074420969,7.321526960276444
7.916022478224974,-2.456555927069899,-0.9402255214669246
1.5780479892949,-7.727467246018986,3.4939179510646046
9.434716147363662,2.6920674189083815,8.48383196305872
-7.336779961082776,3.7833400488166866,7.2279643892973695
-3.810699709719887,-8.95985742328131,-3.8321083210648705
1.722117901712517,7.713037652677055,-4.416049925912306
2.460656613429526,2.5966417828755084,3.5811656150455278
2.746299137179925,0.5452040302701171,7.01039015750257
-6.351269873310081,-0.4291138873201028,8.551189293941267
-0.7446320143703655,1.4480292138368256,1.4744522354069787
9.149715107678166,-9.547636503056534,-3.5343573538495416
-6.0949862222732465,-8.975410322328653,-8.357308961847615
5.106069335105353,2.2028248076320462,-9.961259949830449
2.255460056251229,7.863908091613709,6.073522357826011
7.745467499486981,3.5347623049559154,-5.009284353108661
8.24122916497302,-5.678956096615167,-9.900532404908573
1.6520830664201025,-2.333722115059076,0.4714592978256782
7.022457622878122,-1.1957254867552152,-1.6483544749181576
-5.597303191147633,-8.901181444618206,-0.36510677732045593
-0.611583839680911,3.882440465114401,3.749346022379928
3.238392062319475,1.4853642489911714,1.6668005617259922
-3.691997632061299,-0.31314150215454717,-8.148681251744684
-1.0413242679369556,-2.9175340570598873,2.693742064784617
-4.482423862142236,-5.010749346394203,-6.478816789472319
-2.639888446382428,-4.135637790608973,-7.913702611104032
7.435753839406296,-8.852679343609092,3.8665388839600325
-4.615859877289388,3.234374134678461,0.6159960802413789
0.8282841220258383,-8.636071474124655,1.0127175408893763
-0.6632529146562955,6.395090478267175,-4.584503315695989
-4.314210226849394,3.802421743860707,-7.2717475409041015
-7.324608808853343,-7.959705459159434,6.143758637729093
7.089928513723475,5.7965778095205795,2.9256194432209632
-5.2500422041410495,-3.2948391284020895,-2.9587423427392734
5.385547732214594,8.62391284083687,-0.3881098199314348
-0.5283791441449903,5.8360897693257225,-0.2594563275951991
2.629881331273598,5.100450289913027,1.1233758731317671
2.600222331034619,-2.6998066073034943,0.5902053666808662
9.69354177632852,-2.538273273848648,-1.7289416563719247
-9.018457259213253,-2.261478278413387,-2.95931236822359
4.459838948425894,-6.420257673930962,-5.087009604912294
-8.191521562181949,3.5192030090336566,-2.5221241015498697
-2.2506187621983127,-9.983349544296365,2.681753217235375
2.2367428223801937,-0.7930438074777371,-6.190782896334381
-1.964852424819444,-3.776260656373527,-3.3217422542472663
-2.097154552729923,-0.22830182954661993,1.4794420480778712
-1.9633658917531491,9.65597283272447,8.023374566809093
5.676146139403681,-3.3466661832800693,-5.1274344780956715
-9.920551660073862,6.15455329117443,3.4308579288238086
-4.484195759679168,-7.250238270256513,-9.698396813926228
-1.1419450865619467,-9.294113118262938,-4.673411929393987
-7.555708729445383,-4.011521972151765,5.212241487720892
-9.76389535641448,7.139488902568225,6.120654305965921
-7.642300891800775,-6.398446512423163,9.708701327792355
-6.117550758824941,0.10088813153352305,4.292034620262362
8.580748182880907,-2.1585102357179853,-3.247568063726474
4.222733216550644,1.5079573653246285,9.757032333635838
-9.70590491250771,5.42420336966587,3.699521356976785
8.229036746142349,5.474304716273938,6.885828768627171
-7.580656527368044,1.2763884967183703,-8.805441553325856
0.11639853954212676,5.76104370257706,2.4788867480965067
-0.6546313382911428,-2.859480231331581,4.647145955638441
7.861101805601361,-7.700164198797925,-3.2862436193918416
-2.645540449639265,3.062506246768793,9.34935894392617
-1.1843685907001156,9.682806382878987,-3.5975627399007486
-1.6140778663710602,7.744009344906566,-4.8732121303152365
-8.93464982904428,-8.049867283158855,-4.399824961732479
-6.5762682784281274,8.921854447155404,4.9253260871224676
-2.604891986082354,0.53008792197258,9.424346912950877
5.39070949199958,-6.064528940182782,2.6124921732185733
-1.839290259756396,1.8785174483567957,9.782027632262519
-0.3591921071628956,9.176632012078056,0.9037973418386684
-0.609976624524105,1.2582074556545066,7.773328239317131
5.369019259049736,-4.751988453166225,-0.41360487787231115
-0.7169450410052711,-0.4998007628375021,1.0795424909541662
-6.6104031908046235,-4.732532626710919,6.653666109177685
-0.5242972283112302,-0.8302408079492238,-8.658968756762837
-9.357433458080154,-2.220903798995,0.7556686973980895
7.00167782261958,-7.543651649201772,0.32903732038287004
-3.037422747652128,-3.334667454098952,0.21231518186304044
-4.656618438700386,-7.0886412643285235,3.2517213869758006
-6.013312549525152,-2.21704026371037,-9.842156921705982
