Acc_X,Acc_Y,Acc_Z
2.9814502296412897,3.3253985723275807,0.7391977597407156
8.68772123029903,0.09798177325148671,-2.4207906980677834
5.0873150417774955,0.6426749650985393,-9.591061302432923
-5.666698843981477,-8.58033618750599,3.050314652801296
7.228223219080327,-8.66113650670644,-8.207831303309064
-9.92710316234122,7.842462729387339,2.1138949906118913
-0.19166234714615982,-4.254153260532416,5.208167848362637
5.138802346828626,-8.277680186144512,4.016466081227234
-9.363176728159404,7.627950277720913,-4.672970700773256
-1.3220510207392948,-2.887455324498349,3.753990318012894
9.994829542662519,7.9647220885974015,6.937403675394286
-1.0165562114552742,2.7940677542922536,3.0642354389657083
-8.062057715563197,-5.047853345196495,-4.927489327505786
-6.91685987782126,0.7761722691948751,-3.517719981804577
-1.2876084624384418,9.963335581670364,6.0112527020069955
9.649160429668754,-4.960798901360118,-9.292843644701328
-1.9106372332684796,9.788187623133908,7.813582141709542
-8.090958285786073,-2.1619895027911724,-5.804707968746161
7.430257585198202,1.1999872623356609,3.1191643061903562
9.545382850818587,-8.429942982198098,-0.20775359007840066
-1.3059780067196662,-5.336073335126432,7.275733418218959
-3.1955980922661498,-9.52371088929899,-8.884205641176479
-1.5713159122679023,8.021799129999735,5.5958631747124965
5.95322853683866,1.728285174600659,2.5775448986614293
-1.7115705011454772,5.96680993162936,-9.280364885231263
-8.403205058959859,3.2725886894458824,5.119080580580208
-2.2335480210791037,4.320942567538475,9.004947574999381
-3.0240655170884505,-5.189859955859775,9.804418623186315
-6.907931942481936,1.4274787767844384,-8.054879377975723
7.001099696380042,8.46902672957738,2.479336528144863
6.848774729887403,-6.398395870747797,3.924157319931389
3.7466308489149256,4.629235794931677,-9.36861790361595
-3.5272331464933915,4.895694462596122,8.51879006941039
5.693521929174789,-2.5422400785382537,5.408663758167089
2.281009404197487,5.1472016233920765,-4.549940080095604
7.92222126750795,-2.003716931665897,2.399138580388893
6.784478655903843,-7.938500537753967,-7.917564890592914
0.009430808446669658,-7.30805041246017,6.658245164162224
-7.014546251932812,4.550217121156489,0.2929899949487087
1.541294593082707,0.5623632927903977,-4.473801281639311
6.633651997612539,-6.410270021823791,-6.096822877033629
-9.082138002681896,-4.8915900840698985,9.995402017515374
-7.792085585719654,-9.41193400102243,-9.560303616446555
-4.83136211818882,9.096137104128776,-6.389750562364542
-6.96776649100914,3.6992782001915803,7.734882606676582
-2.597492305428057,-7.099667481773553,-3.9267530925745486
6.896155618432239,6.393201255204104,-1.399950805054587
-2.684473164590906,-2.602385846942486,-2.6204863049375016
9.398656739641801,-8.33836110479133,4.863471808830893
5.826071790083729,5.2239387889338715,6.302562401289318
6.337350612236964,-4.19331469845905,6.828308368215204
-5.009626032822467,-5.017780019205757,7.3864598286757115
-6.340300227167499,5.1413340378801475,0.7758161220503936
0.3656291057092904,8.567098313959669,0.6211903018162133
8.014550432482267,8.846771514759261,9.115624524176017
-5.479653690186961,2.0850589579164165,-7.4288801993658415
-3.4991730562336887,-5.650014371103717,-7.732034516312103
-3.752824856309706,4.46279611495471,1.7387628396481585
-5.960556394874699,-1.1617904834790753,-1.6154242658204545
-7.226314341371971,9.028996086766895,8.92480465673695
-6.746047543603524,-4.822781287605132,9.102659099221103
7.894658604375522,3.352600547420611,3.022160177669086
-0.3009477300579313,2.9378887502446442,5.6207145878909355
7.226265488690224,5.461143393524372,-6.570463138697125
-2.936962460789017,8.695044009108695,-1.633435538660228
1.3680637126295494,-6.670079512856864,3.9962110390939998
5.528966784021637,-5.533691226870799,-9.524519383907762
6.822485755389977,-4.204306469282311,9.778847234888445
7.0275307758486925,1.2434718872047732,4.705941142026255
-6.570848159641627,3.513335584756881,-6.05272842604994
-6.868430240488723,0.9854229237781738,6.591032257334607
9.1260472684793,-7.63292342500514,-1.6015296163150978
3.1307305709019424,-8.752393481571833,-2.822296403058102
-3.434152850524363,6.967787992830441,-7.196316385965671
-1.1012131658643547,-2.92783951187924,-4.487307679350685
-3.6496007197053686,0.06314575345662199,-6.575558798857495
9.545395126758592,-9.121115176867935,0.20039474100083332
-4.989358371551185,-9.708509004054633,-4.595829171506784
-5.319861015633789,-0.5142943683962304,-4.911259072351917
1.158161836142618,6.640342668150353,-3.593891657825365
-4.399765013006061,-2.069833968635864,1.841960927839711
-1.2698156723250964,-8.637995747787215,-2.515855792156363
3.0857680106947605,-4.617623164161728,-8.824401269780841
4.232353311512254,3.8332547870574736,-5.274560648026043
-8.871215193372574,-1.1101446195604794,7.991156890055656
2.9672154960842274,4.1678221034762934,8.16434339266754
-7.985834423766969,1.7132450666743395,-0.5828819026667382
-6.536161316228785,-1.2306261626697097,2.147614675289912
5.854410697624923,-9.050548166453778,8.706645140768845
-9.425452371493686,-3.2314808324519344,-7.985635072633341
5.695501210146858,3.793725062379899,4.177438390395871
-2.3292373685661216,1.021319723258138,-0.08408860074674074
-0.2616644789037377,-3.5620676453840723,3.1808745378891636
-8.148415481010487,-1.3520894552888603,-6.869114077918317
4.657487725932016,-1.3777306761200272,3.585882404121538
-9.057909436154661,1.2081396525194315,8.055554344134269
-6.871591542903177,4.539223170672502,1.9824039095947157
